"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-05-02","Department of Health & Human Services",,"2011 Temporary Assistance for Needy Families Caseload Data - Number of Families and Recipients","2010-12-31T19:00:00-05:00/2010-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"This is an excel table for the 2011 TANF and Separate State Program - Maintenance of Effort (SSP-MOE) Caseload Data which includes the following data elements: Total Number of Recipients, Total Number of Families, Total Number of Children, 1-Parent Families, 2-Parent Families, 0-Parent Families, Total Number of Adults.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Administration for Children and Families",,"mailto-HealthData@hhs.gov",,,,"R/P1M",,"88ecbbaf-9907-49e7-b123-3699de74999e","[""administration-for-children-and-families-department-of-health-amp-human-services""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"2013-2014 PHAP Associates by State",,"org:Organization",,,,,"dcat:Dataset",,,"The map illustrates the total number of 2013 and 2014 PHAP associates in each state and U.S. territory.
","&lt;Nobody&gt;","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-phap@cdc.gov",,,,,,"https://data.cdc.gov/api/views/uarv-cqnu","[""associate"",""host site"",""location"",""phap"",""program""]","[""009:20""]","[""en""]","[""009:020""]",
,,,"2016-04-05",,,"2015 Health Insurance Marketplace Plan Selections by ZIP",,,,,,,"dcat:Dataset",,,"The dataset provides the total number of health plan selections by ZIP Code for the 37 states that use the HealthCare.gov platform, including the Federally-facilitated Marketplace, State Partnership Marketplaces and supported State-based Marketplaces. These data reflect the total number of consumers who selected a plan or were automatically re-enrolled for the 2015 coverage year as of January 16, 2015.

The dataset does not include plan selections from the District of Columbia and 13 other states that have State-based Marketplaces.

Data for ZIP Codes with 50 or fewer plan selections are not included to protect individuals privacy. A total of 13,725 ZIP Codes with at least 51 plan selections per ZIP Code are included in the table. These data account for 97 percent of the total 7.16 million overall plan selections in the 37 states as of January 16, 2015.

The sum of plan selections among ZIP Codes within a state using this dataset may not be equal to state-level totals provided in the state level snapshots. This is because ZIP Code-level data does not appear for ZIP Codes with 50 or fewer plan selections, and as a result the dataset does not include all plan selections within a state.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"60548e0e-2a7f-44ca-8d1f-20bd0b15be8a","[""enrollment"",""health-insurance-marketplace"",""publically-available-data-file--for-download"",""state""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Office of the Secretary",,"2015 Plan Selections by ZIP Code in the Health Insurance Marketplace","2014-11-14T19:00:00-05:00/2015-02-21T19:00:00-05:00","org:Organization","Department of Health & Human Services",,,,"dcat:Dataset","http://aspe.hhs.gov/health/reports/2015/MarketPlaceEnrollment/EnrollmentByZip/rpt_EnrollmentByZip_Apr2015.cfm",,"The dataset here provides the total number of Qualified Health Plan selections by ZIP Code for 37 states for the second Health Insurance Marketplace open enrollment period (November 15, 2014 – February 15, 2015, including additional special enrollment period activity reported through February 22, 2015).
","Munira Gunja","org:Organization",,,"org:Organization","vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Assistant Secretary for Planning and Evaluation",,"mailto-munira.gunja@hhs.gov",,,,,,"de6f60a0-e3d0-4b25-9601-701ff82d7e0e","[""Marketplace enrollment  zip code  plan selections""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"522 Postmarket Surveillance Studies",,,,,,,"dcat:Dataset",,,"The 522 Postmarket Surveillance Studies Program encompasses design, tracking, oversight, and review responsibilities for studies mandated under section 522 of the Federal Food, Drug and Cosmetic Act. The program helps ensure that well-designed 522 postmarket surveillance (PS) studies are conducted effectively and efficiently and in the least burdensome manner.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"4895e170-d07c-46f1-b4c2-27ae5003e69e","[""cdrh""]","[""009:10""]","[""en""]","[""009:005""]",
,,,"2014-01-04","Department of Health & Human Services",,"AAPS",,"org:Organization",,,,,"dcat:Dataset",,,"Automated Accounts Payable System (AAPS) Legacy Reporting Universe","FDA Enterprise Data Inventory","org:Organization",,,,"vcard-Contact",,"non-public",,,,,"U.S. Food and Drug Administration",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,,,,,"A773F450-CF82-43EA-BE6C-73450A1EB07D","[""AAPS"",""Accounts Payable""]","[""009:10""]",,"[""009:008""]",
,,,"2013-11-11","Department of Health & Human Services",,"AAPS ver 4.2",,"org:Organization",,,,,"dcat:Dataset",,,"Automated Accounts Payable System (AAPS) Legacy application. Exported 18-Apr-06 / gma","FDA Enterprise Data Inventory","org:Organization",,,,"vcard-Contact",,"non-public",,,,,"U.S. Food and Drug Administration",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,,,,,"438AE133-0CDD-4676-A804-FDF78BFE880A","[""AAPS"",""Accounts Payable""]","[""009:10""]",,"[""009:008""]",
,,,"2014-01-04","Department of Health & Human Services",,"AAPS ver 4.3",,"org:Organization",,,,,"dcat:Dataset",,,"Automated Accounts Payable System (AAPS) Legacy application. Exported 1-May-06 / gma","FDA Enterprise Data Inventory","org:Organization",,,,"vcard-Contact",,"non-public",,,,,"U.S. Food and Drug Administration",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,,,,,"4C7F8413-FA21-4102-B467-9D6F58A2F4F8","[""AAPS"",""Accounts Payable""]","[""009:10""]",,"[""009:008""]",
,,,"2016-07-22","Department of Health & Human Services",,"ACA Risk Adjustment - Overview, Context, and Challenges",,"org:Organization",,,,,"dcat:Dataset",,,"Volume 4, Issue 3 of the Medicare and Medicaid Research Review includes three articles describing the Department of Health and Human Services (HHS) developed risk adjustment methodology under the Affordable Care Act (ACA). The ACA provides for a program of risk adjustment in the individual and small group markets using the HHS risk adjustment methodology, so as to compensate health insurance plans for differences in enrollee health mix so plan premiums reflect differences in scope of coverage and other plan factors, but not differences in health status. The methodology includes a risk adjustment model and a risk transfer formula. The article, Affordable Care Act Risk Adjustment - Overview, Context, and Challenges, describes the key program goal and issues in the HHS developed risk adjustment methodology and identifies key choices in how it responds to these issues, while The HHS-HCC Risk Adjustment Model for Individual and Small Group Markets under the Affordable Care Act, estimates differences in health risks taking into account the new population and scope of coverage. Risk Transfer Formula for Individual and Small Group Markets under the Affordable Care Act, describes how the transfer formula calculates balanced transfers intended to account for health risk differences while preserving permissible premium differences.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-mmrr-editors@cms.hhs.gov",,,,,,"529","[""Covered Services"",""Health Insurance Marketplace"",""Medicare Advantage"",""Physician Services""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"ACA Risk Adjustment - Overview, Context, and Challenges",,,,,,,"dcat:Dataset",,,"Volume 4, Issue 3 of the Medicare and Medicaid Research Review includes three articles describing the Department of Health and Human Services (HHS) developed risk adjustment methodology under the Affordable Care Act (ACA). The ACA provides for a program of risk adjustment in the individual and small group markets using the HHS risk adjustment methodology, so as to compensate health insurance plans for differences in enrollee health mix so plan premiums reflect differences in scope of coverage and other plan factors, but not differences in health status. The methodology includes a risk adjustment model and a risk transfer formula. The article, Affordable Care Act Risk Adjustment - Overview, Context, and Challenges, describes the key program goal and issues in the HHS developed risk adjustment methodology and identifies key choices in how it responds to these issues, while The HHS-HCC Risk Adjustment Model for Individual and Small Group Markets under the Affordable Care Act, estimates differences in health risks taking into account the new population and scope of coverage. Risk Transfer Formula for Individual and Small Group Markets under the Affordable Care Act, describes how the transfer formula calculates balanced transfers intended to account for health risk differences while preserving permissible premium differences.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"b35ce6d8-d830-49f4-ae35-8c4f38559111","[""claims"",""covered-services"",""eligibility"",""enrollment"",""expenditures"",""health-insurance-marketplace"",""hospital"",""inpatient"",""medicaid-expansion"",""medicare-advantage"",""national"",""outpatient"",""part-d"",""payments"",""physician-services"",""publications"",""quality""]","[""009:38""]","[""en""]","[""009:000""]",
,,"1997-10-01","2014-07-03","Assistant Secretary for Administration","https://afpsp.psc.gov/forms/frmservlet?form=afpsinit.fmx","Accounting For Pay System (AFPS)",,"org:Organization","Office of the Secretary",,,,"dcat:Dataset",,,"AFPS provides payroll accounting services to the Department of Health and Human Services (HHS) for civilian employees and Commissioned Corp Officers and other external PSC customers.  AFPS allows cutomers online capability to manage payroll costs at the Common Accounting Number (CAN)  and employee level and control distribution of both historical and future costs.","AFPS Customer Support","org:Organization","009-000001476","Department of Health & Human Services","org:Organization","vcard-Contact",,"non-public",,,"The access level of non-public is due to the data consists of Personally Identifiable Information (PII) for HHS personnel",,"Program Support Center",,"mailto-afps-support@psc.hhs.gov",,"org:Organization",,"R/P1D",true,"9d4b03de-b8d6-4293-938e-75dbc6c1a7d2","[""afpsp"",""afpsd"",""afpst""]","[""009:91""]","[""Oracle""]","[""009:802""]",
,,,"2016-07-22","Department of Health & Human Services",,"Accounting for Unobservable Exposure Time Bias Wh...",,"org:Organization",,,,,"dcat:Dataset",,,"Accounting for Unobservable Exposure Time Bias When Using Medicare Prescription Drug Data
Unobservable exposure time is common among Medicare Part D beneficiaries, and they are often in worse health. To retain patients with unobservable exposure time, we recommend stratifying patients on receipt of post-acute facility-based care, calculating and using observable days as a covariate and, when appropriate, using the discharge date from contiguous post-acute facility care for beginning the exposure assessment period.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-mmrr-editors@cms.hhs.gov",,,,,,"472","[""Acute Care Hospital"",""Long Term Care (LTC)"",""Psychiatric Facility"",""Skilled Nursing (SNF)""]","[""009:38""]","[""en""]","[""009:000""]",
